"Date debut traitement";"Matin/soir";"Date fin traitement";"Matin/soir";"N° National";"N° Travail";"Nom";"N° ordonnance";"Prescripteur";"Nature du produit";"Par";"Dose";"Voie";"Rythme";"Motif du traitement";"Date";"Observations";"Nom de l'intervenant";"Qualite de l'intervenant";"Date remise en vente lait";"Matin/soir";"Date remise en vente viande"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235565520";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235464428";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235529323";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"6 505715421";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235543542";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235557959";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235506377";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235571335";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235430777";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 222010580";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"6 505616393";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"1 220153257";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 222010659";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"3 210932659";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235361003";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235506362";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235543535";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235565517";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"1 221371520";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235373753";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"6 505715458";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235493890";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235474463";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235409558";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235557960";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235430776";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"3 100317290";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"3 100317284";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235543543";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"1 220153281";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 210026324";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235529278";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235571357";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"4 635275482";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235394791";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235543540";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235409559";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235444143";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 222010586";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 160070555";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235436101";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 160070568";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 222010655";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235571331";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235554286";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235444152";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"1 220153235";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235529321";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235482124";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"06/02/2026";"Soir";"07/02/2026";"Matin";"FR 8235599232";"9232";"ANATOLE";"";"";"TENALINE L.A.";"100 Kg";"10 ml";"Intra musculaire";"1 fois/Jour";"GRIPPE";"06/02/2026";"";"SAMUEL";"Eleveur";"14/02";"Matin";"01/03"
"06/02/2026";"Soir";"11/02/2026";"Matin";"FR 8235599232";"9232";"ANATOLE";"";"";"TOLFINE";"100 Kg";"5 ml";"Intra musculaire";"48 fois/Jour";"GRIPPE";"06/02/2026";"";"SAMUEL";"Eleveur";"06/02";"Matin";"24/02"
"06/02/2026";"Soir";"09/02/2026";"Matin";"FR 8235599232";"9232";"ANATOLE";"";"";"DIURIZONE INJECTABLE";"Animal";"10 ml";"Intra musculaire";"1 fois/Jour";"GRIPPE";"06/02/2026";"";"SAMUEL";"Eleveur";"11/02";"Matin";"13/02"
"06/02/2026";"Soir";"08/02/2026";"Matin";"FR 8235599232";"9232";"ANATOLE";"";"";"SELECTAN";"100 Kg";"6 ml";"Intra musculaire";"1 fois/48 H";"GRIPPE";"06/02/2026";"";"SAMUEL";"Eleveur";"16/04";"Matin";"11/03"
"06/02/2026";"Matin";"06/02/2026";"Soir";"82 35599261";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"06/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"06/02/2026";"Matin";"06/02/2026";"Soir";"8 235599260";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"06/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"06/02/2026";"Matin";"06/02/2026";"Soir";"8 235607483";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"06/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"06/02/2026";"Matin";"06/02/2026";"Soir";"8 235607505";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"06/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"16/02/2026";"Soir";"82 35571331";"";"";"26-02-0248";"LADANT";"BIMOXYL LA";"100 Kg";"10.0 ml";"Intra musculaire";"1 fois/48 H";"TROUBLES URINA";"07/02/2026";"";"SAMUEL";"Eleveur";"18/02";"Soir";"07/03"
"07/02/2026";"Matin";"07/02/2026";"Soir";"82 35599230";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"07/02/2026";"Soir";"8 235599238";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"07/02/2026";"Soir";"8 235599237";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"07/02/2026";"Soir";"8 235599227";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"07/02/2026";"Soir";"8 235599261";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"07/02/2026";"Soir";"8 235599228";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"07/02/2026";"Soir";"8 235599239";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"07/02/2026";"Soir";"8 235599234";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"07/02/2026";"Matin";"07/02/2026";"Soir";"8 235599236";"";"";"26-02-0206";"LADANT";"NASIM";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"07/02/2026";"";"CÉLINE";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"82 35464421";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235543540";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 222010580";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"3 210932659";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"6 505715421";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235554286";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"3 100327482";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"1 220153281";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235557959";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"1 220153235";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235571357";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235493890";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"3 100317284";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"1 220153257";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235444148";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 160070588";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235474442";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235529326";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235557960";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235444143";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235529327";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235474463";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 160070592";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"3 100317290";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235506362";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235409559";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235571333";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235529321";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235361003";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235506377";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235430777";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235444151";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235529318";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235565517";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"6 505715458";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
"12/02/2026";"Matin";"12/02/2026";"Soir";"8 235436101";"";"";"O99424";"DUISIT";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"12/02/2026";"";"SAMUEL";"Eleveur";"";"";""
